大雅中清路站         營業時間 : 00:00-24:00,台中市大雅區中清路三段951號,04-25664445,00:00-24:00
北屯站         營業時間 : 07:00-22:00,台中市北屯區北屯路436號,04-22435121,07:00-22:00
昌平路站         營業時間 : 07:00-22:00,台中市北屯區昌平路一段95號,04-22348061,07:00-22:00
東山路站         營業時間 : 07:00-22:00,台中市北屯區東山路一段377-5號,04-22392062,07:00-22:00
松竹路站         營業時間 : 00:00-24:00,台中市北屯區松和里松竹路427號,04-22451915,00:00-24:00
大同站         營業時間 : 07:00-22:00,台中市北區錦平里三民路三段225號,04-22223385,07:00-22:00
石岡豐勢路站         營業時間 : 00:00-24:00,台中市石岡區九房里明德路2號,04-25722984,00:00-24:00
后里站         營業時間 : 00:00-24:00,台中市后里區三豐路427號,04-25562174,00:00-24:00
青海路站         營業時間 : 00:00-24:00,台中市西屯區青海路二段211號,04-27015054,00:00-24:00
文心路站         營業時間 : 00:00-24:00,台中市西屯區文心路三段2號,04-23131239,00:00-24:00
台中工業區站         營業時間 : 00:00-24:00,台中市西屯區福和里臺灣大道四段1047號,04-23592968,00:00-24:00
公益路站         營業時間 : 00:00-24:00,台中市南屯區公益路二段2號,04-23269700,00:00-24:00
五權西路站         營業時間 : 00:00-24:00,台中市南屯區五權西路二段562號,04-23893367,00:00-24:00
三民路站         營業時間 : 07:00-18:00,台中市南區福平里三民路一段１號,04-22613854,07:00-18:00
烏日高鐵站         營業時間 : 07:00-21:00,台中市烏日區建國路265號,04-23377492,07:00-21:00
清水服務區站         營業時間 : 00:00-24:00,台中市清水區吳厝里吳厝二街81號,04-26203281,00:00-24:00
清水站         營業時間 : 00:00-24:00,台中市清水區中山路507-18號,04-26222464,00:00-24:00
翁子站         營業時間 : 00:00-24:00,台中市豐原區豐勢路一段588號,04-25225510,00:00-24:00
霧峰林森路站         營業時間 : 00:00-24:00,台中市霧峰區林森路455號,04-23339411,00:00-24:00
文林路站         營業時間 : 00:00-24:00,台北市士林區文林路100號,02-28817934,00:00-24:00
福林站          營業時間 : 00:00-24:00,台北市士林區中山北路五段465號,02-28812420,00:00-24:00
龍安站         營業時間 : 00:00-24:00,台北市大安區和平東路二段2號,02-23631735,00:00-24:00
金山南路站         營業時間 : 07:00-24:00,台北市大安區金山南路二段77號,02-23518346,07:00-24:00
富陽街站         營業時間 : 00:00-24:00,台北市大安區富陽街129號,02-27324229,00:00-24:00
信義路站         營業時間 : 00:00-24:00,台北市大安區信義路四段374號,02-27081235,00:00-24:00
大直站         營業時間 : 00:00-24:00,台北市中山區明水路661號,02-25320154,00:00-24:00
新生北路站         營業時間 : 00:00-24:00,台北市中山區新生北路二段71號,02-25815206,00:00-24:00
建國北路站         營業時間 : 00:00-24:00,台北市中山區建國北路三段91號之1,02-25014338,00:00-24:00
中崙站         營業時間 : 00:00-24:00,台北市中山區八德路二段214號,02-27712548,00:00-24:00
莒光路站         營業時間 : 00:00-24:00,台北市中正區莒光路2號,02-23028385,00:00-24:00
林森北路站         營業時間 : 00:00-24:00,台北市中正區林森北路11號,02-23410686,00:00-24:00
汀州路站         營業時間 : 00:00-24:00,台北市中正區汀州路三段１號,02-23655595,00:00-24:00
內湖麗山街站         營業時間 : 00:00-24:00,台北市內湖區內湖路一段362號,02-26577339,00:00-24:00
東湖站         營業時間 : 07:00-22:00,台北市內湖區康寧路三段225號,02-26311524,07:00-22:00
西湖         營業時間 : 07:00-23:00,台北市內湖區內湖路一段59號,02-27992147,07:00-23:00
內湖站         營業時間 : 00:00-24:00,台北市內湖區民權東路六段50號,02-27920678,00:00-24:00
木柵站         營業時間 : 00:00-24:00,台北市文山區木柵路三段2號,02-29392990,00:00-24:00
萬隆站         營業時間 : 00:00-24:00,台北市文山區興隆路一段13號,02-29312829,00:00-24:00
中央北路站         營業時間 : 00:00-24:00,台北市北投區中央北路四段584號,02-28913744,00:00-24:00
北投站         營業時間 : 00:00-24:00,台北市北投區承德路七段384號,02-28201203,00:00-24:00
復興北路站         營業時間 : 07:00-23:00,台北市松山區復興北路31號,02-27112342,07:00-23:00
光復北路站         營業時間 : 00:00-24:00,台北市松山區光復北路13號,02-27674900,00:00-24:00
民生東路站         營業時間 : 00:00-24:00,台北市松山區三民路126號,02-27671664,00:00-24:00
濱江大直橋加油加氣站         營業時間 : 00:00-24:00,台北市松山區濱江街373號,02-25177975,00:00-24:00
忠孝東路站         營業時間 : 00:00-24:00,台北市信義區忠孝東路五段69號,02-27622418,00:00-24:00
南港站         營業時間 : 00:00-24:00,台北市南港區南港路二段50號,02-27822408,00:00-24:00
環河南路站         營業時間 : 00:00-24:00,台北市萬華區環河南路二段274之2及177之1,02-23040528,00:00-24:00
桂林路站         營業時間 : 07:00-22:00,台北市萬華區桂林路53號,02-23819053,07:00-22:00
中山路站         營業時間 : 00:00-24:00,台東縣台東市新生路136號,089-323132,00:00-24:00
卑南站         營業時間 : 00:00-24:00,台東縣台東市更生北路20號,089-222010,00:00-24:00
府前路站         營業時間 : 07:00-21:00,台南市中西區府前路二段256號,06-2971568,07:00-21:00
中華西路南站         營業時間 : 00:00-24:00,台南市中西區中華西路二段2號,06-2970350,00:00-24:00
成功路站         營業時間 : 00:00-24:00,台南市北區成功路16號,06-2222894,00:00-24:00
公園路站         營業時間 : 00:00-24:00,台南市北區公園路721號,06-2517454,00:00-24:00
育平路站         營業時間 : 07:00-21:00,台南市安平區育平路80號,06-2933845,07:00-21:00
安中路站         營業時間 : 07:00-21:00,台南市安南區安中路四段446號,06-2569825,07:00-21:00
佳里仁愛路站         營業時間 : 07:00-21:00,台南市佳里區仁愛路67號,06-7229504,07:00-21:00
東門路站         營業時間 : 07:00-22:00,台南市東區東門路二段39號,06-2371994,07:00-22:00
大同路站         營業時間 : 00:00-24:00,台南市東區大同路二段380號,06-2153503,00:00-24:00
灣裡站         營業時間 : 07:00-21:00,台南市南區明興路1081號,06-2626810,07:00-21:00
冬山站         營業時間 : 00:00-24:00,宜蘭縣冬山鄉冬山路二段260號,039-591316,00:00-24:00
九份站         營業時間 : 07:00-21:00,宜蘭縣冬山鄉冬山路五段165號,039-584810,07:00-21:00
礁溪站         營業時間 : 07:00-22:00,宜蘭縣礁溪鄉礁溪路六段28號,039-882170,07:00-22:00
蘇澳站         營業時間 : 07:00-22:00,宜蘭縣蘇澳鎮中山路一段196號,03-9963524,07:00-22:00
南埔站         營業時間 : 00:00-24:00,花蓮縣吉安鄉仁和村中正路二段6號,03-8522853,00:00-24:00
巨豐站         營業時間 : 07:00-22:00,花蓮縣吉安鄉勝安村和平路一段45號,03-8462947,07:00-22:00
港口站         營業時間 : 07:00-21:00,花蓮縣花蓮市吉林路2號,03-8228640,07:00-21:00
中華路站         營業時間 : 07:00-22:00,花蓮縣花蓮市中華路333號,03-8323424,07:00-22:00
南投服務區站         營業時間 : 00:00-24:00,南投縣南投市南鄉路250巷142弄8號,049-2204987,00:00-24:00
南投三和站         營業時間 : 00:00-24:00,南投縣南投市三和里中興路549號,049-2227255,00:00-24:00
國姓站         營業時間 : 07:00-22:00,南投縣國姓鄉福龜村中正路一段55號,049-2721240,07:00-22:00
墾丁站         營業時間 : 07:00-21:00,屏東縣恆春鎮墾丁里墾丁路402號,08-8861408,07:00-21:00
萬巒站         營業時間 : 07:00-21:00,屏東縣萬巒鄉萬巒村中正路5-2號,08-7811648,07:00-21:00
潮州站         營業時間 : 00:00-24:00,屏東縣潮州鎮三和里延平路217號,08-7882044,00:00-24:00
竹南站         營業時間 : 07:00-21:00,苗栗縣竹南鎮東平路101號,037-624865,07:00-21:00
中正路站         營業時間 : 00:00-24:00,苗栗縣竹南鎮中正路120號,037-463428,00:00-24:00
卓蘭站         營業時間 : 07:00-22:00,苗栗縣卓蘭鎮中正西路101號,04-25892174,07:00-22:00
後龍站         營業時間 : 00:00-24:00,苗栗縣後龍鎮中華路51-2號,037-722041,00:00-24:00
北苗站         營業時間 : 07:00-21:00,苗栗縣苗栗市為公路110號,037-262439,07:00-21:00
中苗站         營業時間 : 00:00-24:00,苗栗縣苗栗市中正路442號,037-326764,00:00-24:00
苑裡站         營業時間 : 00:00-24:00,苗栗縣苑裡鎮中山路19號,037-866747,00:00-24:00
南平路站         營業時間 : 07:00-21:00,苗栗縣頭份鎮蘆竹路270號,037-612746,07:00-21:00
頭份站         營業時間 : 00:00-24:00,苗栗縣頭份鎮自強路2號,037-663242,00:00-24:00
蘆竹站         營業時間 : 07:00-21:00,苗栗縣頭份鎮中華路444號,037-623740,07:00-21:00
頭份工業區站         營業時間 : 07:00-21:00,苗栗縣頭份鎮蘆竹里中華路519號,037-626224,07:00-21:00
桃園機場第三站         營業時間 : 07:00-21:00,桃園市大園區埔心里航勤南路2號,03-3834374,07:00-21:00
中壢工業區加油加氣站         營業時間 : 00:00-24:00,桃園市中壢區中華路二段230號(備註：加氣站營業時間：07:00-22:00),03-4521948,00:00-24:00
中壢工二站         營業時間 : 00:00-24:00,桃園市中壢區吉林路37巷15號,03-4620443,00:00-24:00
中壢站         營業時間 : 07:00-22:00,桃園市中壢區延平路33號,03-4522044,07:00-22:00
龍岡站         營業時間 : 00:00-24:00,桃園市中壢區環中東路二段659號,03-4592501,00:00-24:00
新富站         營業時間 : 00:00-24:00,桃園市平鎮區新富里中豐路一段298號,03-4573401,00:00-24:00
春日路站         營業時間 : 00:00-24:00,桃園市桃園區春日路971號,03-3550381,00:00-24:00
三民路站         營業時間 : 00:00-24:00,桃園市桃園區三民路一段150號,03-3348425,00:00-24:00
新屋站         營業時間 : 07:00-22:00,桃園市新屋區中山路85號,03-4772644,07:00-22:00
梅溪加油加氣站         營業時間 : 00:00-24:00,桃園市楊梅區中山北路一段391號(備註：加氣站營業時間07:00-22:00),03-4782632,00:00-24:00
龍潭站         營業時間 : 00:00-24:00,桃園市龍潭區北龍路264號,03-4792614,00:00-24:00
林口工三         營業時間 : 00:00-24:00,桃園市龜山區樂善里文化一路33號,03-3282232,00:00-24:00
蘆竹站         營業時間 : 00:00-24:00,桃園市蘆竹區錦興里中正路342號,03-3224714,00:00-24:00
建工路站         營業時間 : 00:00-24:00,高雄市三民區建工路566號,07-3832928,00:00-24:00
覺民路站         營業時間 : 00:00-24:00,高雄市三民區覺民路362號,07-3869992,00:00-24:00
中山二路站         營業時間 : 07:00-23:00,高雄市前金區中山二路569號,07-2317441,07:00-23:00
中華三路站         營業時間 : 00:00-24:00,高雄市前金區中華三路136號,07-2851354,00:00-24:00
民權路站         營業時間 : 00:00-24:00,高雄市前鎮區一心一路291號,07-3316290,00:00-24:00
高鳳站         營業時間 : 00:00-24:00,高雄市苓雅區建國一路3號,07-7491901,00:00-24:00
建國一路站         營業時間 : 00:00-24:00,高雄市苓雅區建國一路142號,07-7518715,00:00-24:00
中正三路站         營業時間 : 07:00-23:00,高雄市新興區中正三路9號,07-2261045,07:00-23:00
中正二路站         營業時間 : 07:00-23:00,高雄市新興區中正二路166號,07-2241235,07:00-23:00
後勁站         營業時間 : 00:00-24:00,高雄市楠梓區後昌路200號,07-3613018,00:00-24:00
左楠加油站         營業時間 : 07:00-22:00,高雄市楠梓區高雄市楠梓區左楠路2-1號,07-5888562,07:00-22:00
右昌軍校路站         營業時間 : 06:30-22:00,高雄市楠梓區軍校路737號,07-3637331,06:30-22:00
鳳松站         營業時間 : 00:00-24:00,高雄市鳳山區武松里鳳松路178-5號,07-7431562,00:00-24:00
橋頭站         營業時間 : 07:00-22:00,高雄市橋頭區橋頭里成功北路15號,07-6113644,07:00-22:00
燕巢站         營業時間 : 07:00-21:00,高雄市燕巢區南燕里中興路199號,07-6161704,07:00-21:00
大義街站         營業時間 : 07:00-23:00,高雄市鹽埕區大義街56-1號,07-5518163,07:00-23:00
祥豐街站         營業時間 : 07:00-21:00,基隆市中正區祥豐街108號,02-24627356,07:00-21:00
北寧路站         營業時間 : 07:00-23:00,基隆市中正區北寧路37號,02-24628621,07:00-23:00
八堵加油加氣站         營業時間 : 07:00-22:00,基隆市暖暖區八堵路158號(備註：加氣站營業至22:00),02-24560524,07:00-22:00
雅虎站         營業時間 : 00:00-24:00,雲林縣斗六市虎溪里西平路776號,05-5514796,00:00-24:00
水林站         營業時間 : 07:00-21:00,雲林縣水林鄉水北村顏厝寮97號,05-7854194,07:00-21:00
崙背站         營業時間 : 07:00-21:00,雲林縣崙背鄉南陽村正義路123號,05-6962049,07:00-21:00
麥寮站         營業時間 : 07:00-21:00,雲林縣麥寮鄉麥豐村中山路12號,05-6932174,07:00-21:00
義和站         營業時間 : 00:00-24:00,雲林縣莿桐鄉義和村三和37-5號,05-5844090,00:00-24:00
八里站         營業時間 : 00:00-24:00,新北市八里區中山路一段1號,02-26104191,00:00-24:00
三重重新路站         營業時間 : 00:00-24:00,新北市三重區重新路五段495號,02-29953683,00:00-24:00
二重站         營業時間 : 07:00-22:00,新北市三重區重新路五段652號,02-29950790,07:00-22:00
大埔站         營業時間 : 07:00-23:00,新北市三峽區中正路二段165號,02-26710050,07:00-23:00
土城廣福路站         營業時間 : 00:00-24:00,新北市土城區四川路１號,02-89672580,00:00-24:00
土城站         營業時間 : 00:00-24:00,新北市土城區中央路二段280號,02-22602808,00:00-24:00
積穗站         營業時間 : 00:00-24:00,新北市中和區中山路二段550號,02-22219719,00:00-24:00
中和站         營業時間 : 00:00-24:00,新北市中和區中和路260號,02-22493364,00:00-24:00
保長坑站         營業時間 : 00:00-24:00,新北市汐止區大同路三段186-1號,02-86485318,00:00-24:00
汐止站         營業時間 : 00:00-24:00,新北市汐止區大同路一段353號,02-26412246,00:00-24:00
坪林站         營業時間 : 07:00-21:00,新北市坪林區北宜路八段61號,02-26656081,07:00-21:00
林口站         營業時間 : 00:00-24:00,新北市林口區林口里14鄰中山路１號,02-26015017,00:00-24:00
板橋民族路站         營業時間 : 00:00-24:00,新北市板橋區民族路90號,02-29536247,00:00-24:00
埔墘站         營業時間 : 00:00-24:00,新北市板橋區中山路二段320號,02-29553436,00:00-24:00
泰山站         營業時間 : 07:00-22:00,新北市泰山區泰林路二段424號,02-29097921,07:00-22:00
泰新加油加氣站         營業時間 : 00:00-24:00,新北市泰山區新北大道五段1號,02-29094220,00:00-24:00
新店北新路站         營業時間 : 00:00-24:00,新北市新店區北新路一段90號,02-29180305,00:00-24:00
新店中正路站         營業時間 : 00:00-24:00,新北市新店區中正路470號,02-22192678,00:00-24:00
大豐站         營業時間 : 00:00-24:00,新北市新店區北新路二段205號,02-29117053,00:00-24:00
樹林站         營業時間 : 00:00-24:00,新北市樹林區樹新路207號,02-26812405,00:00-24:00
蘆洲站         營業時間 : 00:00-24:00,新北市蘆洲區三民路99號,02-22812333,00:00-24:00
蘆洲中山二路站         營業時間 : 00:00-24:00,新北市蘆洲區中山二路309號,02-22859867,00:00-24:00
鶯桃路站         營業時間 : 07:00-21:00,新北市鶯歌區建國路608號,02-26792083,07:00-21:00
鶯歌站         營業時間 : 00:00-24:00,新北市鶯歌區文化路152號,02-26792944,00:00-24:00
北大路站         營業時間 : 00:00-24:00,新竹市東區北大路374號,03-5227664,00:00-24:00
科學園區站         營業時間 : 00:00-24:00,新竹市東區龍山里工業東二路2-2號,03-5779157,00:00-24:00
民華站         營業時間 : 00:00-24:00,新竹市東區中華路二段156-1號,03-5326491,00:00-24:00
光明站         營業時間 : 00:00-24:00,新竹市東區光復路二段1號,03-5716471,00:00-24:00
關東橋站         營業時間 : 00:00-24:00,新竹市東區光復路一段529號,035-772433,00:00-24:00
香山站         營業時間 : 07:00-21:00,新竹市香山區中華路五段54號,03-5383201,07:00-21:00
府前站         營業時間 : 00:00-24:00,新竹縣竹北市縣政二路112號,03-5556350,00:00-24:00
竹北站         營業時間 : 07:00-22:00,新竹縣竹北市中華路439號,03-5552154,07:00-22:00
竹東站         營業時間 : 00:00-24:00,新竹縣竹東鎮東寧路一段2號,03-5962447,00:00-24:00
東林路站         營業時間 : 00:00-24:00,新竹縣竹東鎮東林路111號,03-5957003,00:00-24:00
豐興         營業時間 : 07:00-21:00,新竹縣竹東鎮北興路一段40號,03-5947002,07:00-21:00
新豐站         營業時間 : 00:00-24:00,新竹縣湖口鄉鳳山村新興路330號,03-5592308,00:00-24:00
關西站         營業時間 : 07:00-21:00,新竹縣關西鎮中豐路二段50號,03-5872134,07:00-21:00
關西服務區站         營業時間 : 00:00-24:00,新竹縣關西鎮東安里上三屯14之10號,035-879337,00:00-24:00
信義路站         營業時間 : 00:00-24:00,嘉義市西區博愛路二段519號,05-2359381,00:00-24:00
吳鳳路站         營業時間 : 00:00-24:00,嘉義市東區吳鳳南路92號,05-2224070,00:00-24:00
嘉義高鐵南站         營業時間 : 07:00-21:00,嘉義市東區大溪里高鐵大道925號,05-2382079,07:00-21:00
嘉保站         營業時間 : 07:00-21:00,嘉義縣太保市安仁里嘉朴東路1段116號,05-3623558,07:00-21:00
南靖站         營業時間 : 07:00-21:00,嘉義縣水上鄉三鎮路101-1號,05-2682029,07:00-21:00
民雄站         營業時間 : 07:00-21:00,嘉義縣民雄鄉建國路二段329號,05-2262145,07:00-21:00
梅山站         營業時間 : 07:00-21:00,嘉義縣梅山鄉梅北村中山路746號,05-2622821,07:00-21:00
二林站         營業時間 : 00:00-24:00,彰化縣二林鎮豐田里二溪路一段212號,04-8960049,00:00-24:00
員東路站         營業時間 : 00:00-24:00,彰化縣員林鎮員東路二段413號,04-8329743,00:00-24:00
埔心站         營業時間 : 00:00-24:00,彰化縣埔心鄉瓦北村員鹿路一段421號,04-8293874,00:00-24:00
彰化站         營業時間 : 00:00-24:00,彰化縣彰化市和調里中山路三段27號,04-7222759,00:00-24:00
